player_name,avg_fastball_velo,total_pitches,fastball_count,fastball_pct,archetype,hits,strikeouts,outs,total_events,hit_rate,k_rate,out_minus_hit,run_prevention,out_rate,damage_rate
"Ortiz, Luis",93.55,12,6.0,0.5,Balanced,2,3,5,12,0.16666666666666666,0.25,3,0.25,0.4166666666666667,0.16666666666666666
"Ottavino, Adam",91.52000000000001,10,5.0,0.5,Balanced,1,5,4,10,0.1,0.5,3,0.3,0.4,0.1
"Paddack, Chris",94.39999999999999,18,7.0,0.3888888888888889,Offspeed Heavy,6,2,8,18,0.3333333333333333,0.1111111111111111,2,0.1111111111111111,0.4444444444444444,0.3333333333333333
"Pagán, Emilio",89.6875,10,8.0,0.8,Balanced,3,2,5,10,0.3,0.2,2,0.2,0.5,0.3
"Palencia, Daniel",96.9,12,9.0,0.75,Power Fastball,1,2,7,12,0.08333333333333333,0.16666666666666666,6,0.5,0.5833333333333334,0.08333333333333333
"Pallante, Andre",95.61666666666667,6,6.0,1.0,Power Fastball,0,1,4,6,0.0,0.16666666666666666,4,0.6666666666666666,0.6666666666666666,0.0
"Parsons, Wes",94.58333333333333,9,6.0,0.6666666666666666,Balanced,2,1,5,9,0.2222222222222222,0.1111111111111111,3,0.3333333333333333,0.5555555555555556,0.2222222222222222
"Paxton, James",91.9,23,20.0,0.8695652173913043,Balanced,4,5,9,23,0.17391304347826086,0.21739130434782608,5,0.21739130434782608,0.391304347826087,0.17391304347826086
"Payamps, Joel",93.03333333333335,8,3.0,0.375,Offspeed Heavy,4,0,4,8,0.5,0.0,0,0.0,0.5,0.5
"Pearson, Nate",97.85714285714286,13,7.0,0.5384615384615384,Balanced,3,4,4,13,0.23076923076923078,0.3076923076923077,1,0.07692307692307693,0.3076923076923077,0.23076923076923078
"Peguero, Elvis",97.04285714285713,11,7.0,0.6363636363636364,Power Fastball,1,5,4,11,0.09090909090909091,0.45454545454545453,3,0.2727272727272727,0.36363636363636365,0.09090909090909091
"Pepiot, Ryan",94.5,44,25.0,0.5681818181818182,Balanced,7,14,19,44,0.1590909090909091,0.3181818181818182,12,0.2727272727272727,0.4318181818181818,0.1590909090909091
"Peralta, Freddy",94.60588235294118,24,17.0,0.7083333333333334,Balanced,4,7,10,24,0.16666666666666666,0.2916666666666667,6,0.25,0.4166666666666667,0.16666666666666666
"Peralta, Wandy",95.14999999999999,10,6.0,0.6,Power Fastball,0,1,6,10,0.0,0.1,6,0.6,0.6,0.0
"Pfaadt, Brandon",92.56428571428572,27,14.0,0.5185185185185185,Balanced,8,7,10,27,0.2962962962962963,0.25925925925925924,2,0.07407407407407407,0.37037037037037035,0.2962962962962963
"Phillips, Evan",93.72,11,5.0,0.45454545454545453,Balanced,3,3,4,11,0.2727272727272727,0.2727272727272727,1,0.09090909090909091,0.36363636363636365,0.2727272727272727
"Pinto, Ricardo",90.84545454545454,18,11.0,0.6111111111111112,Balanced,5,4,8,18,0.2777777777777778,0.2222222222222222,3,0.16666666666666666,0.4444444444444444,0.2777777777777778
"Pivetta, Nick",90.92666666666668,20,15.0,0.75,Balanced,5,3,11,20,0.25,0.15,6,0.3,0.55,0.25
"Poche, Colin",89.67,11,10.0,0.9090909090909091,Balanced,3,2,6,11,0.2727272727272727,0.18181818181818182,3,0.2727272727272727,0.5454545454545454,0.2727272727272727
"Pressly, Ryan",94.2,10,3.0,0.3,Offspeed Heavy,5,2,3,10,0.5,0.2,-2,-0.2,0.3,0.5
"Puk, A.J.",94.42307692307692,21,13.0,0.6190476190476191,Balanced,5,5,7,21,0.23809523809523808,0.23809523809523808,2,0.09523809523809523,0.3333333333333333,0.23809523809523808
"Pérez, Martín",89.69999999999999,28,18.0,0.6428571428571429,Balanced,6,6,13,28,0.21428571428571427,0.21428571428571427,7,0.25,0.4642857142857143,0.21428571428571427
"Quantrill, Cal",90.10000000000001,19,14.0,0.7368421052631579,Balanced,4,3,8,19,0.21052631578947367,0.15789473684210525,4,0.21052631578947367,0.42105263157894735,0.21052631578947367
"Quintana, Jose",89.36111111111111,26,18.0,0.6923076923076923,Balanced,5,4,13,26,0.19230769230769232,0.15384615384615385,8,0.3076923076923077,0.5,0.19230769230769232
"Ragans, Cole",95.72999999999999,22,10.0,0.45454545454545453,Balanced,1,7,12,22,0.045454545454545456,0.3181818181818182,11,0.5,0.5454545454545454,0.045454545454545456
"Rainey, Tanner",93.62222222222222,18,9.0,0.5,Balanced,5,4,4,18,0.2777777777777778,0.2222222222222222,-1,-0.05555555555555555,0.2222222222222222,0.2777777777777778
"Raley, Brooks",85.03333333333333,13,3.0,0.23076923076923078,Offspeed Heavy,1,2,7,13,0.07692307692307693,0.15384615384615385,6,0.46153846153846156,0.5384615384615384,0.07692307692307693
"Ramírez, Yohan",94.14,13,5.0,0.38461538461538464,Offspeed Heavy,4,3,4,13,0.3076923076923077,0.23076923076923078,0,0.0,0.3076923076923077,0.3076923076923077
"Rea, Colin",89.51,25,20.0,0.8,Balanced,7,3,15,25,0.28,0.12,8,0.32,0.6,0.28
"Richards, Trevor",92.05,13,2.0,0.15384615384615385,Offspeed Heavy,0,7,4,13,0.0,0.5384615384615384,4,0.3076923076923077,0.3076923076923077,0.0
"Robertson, David",94.85,14,2.0,0.14285714285714285,Offspeed Heavy,2,4,7,14,0.14285714285714285,0.2857142857142857,5,0.35714285714285715,0.5,0.14285714285714285
"Rodriguez, Grayson",95.56923076923077,27,13.0,0.48148148148148145,Balanced,6,7,12,27,0.2222222222222222,0.25925925925925924,6,0.2222222222222222,0.4444444444444444,0.2222222222222222
"Rodríguez, Joely",89.55,3,2.0,0.6666666666666666,Balanced,1,0,2,3,0.3333333333333333,0.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333
"Rodríguez, Yerry",96.51428571428572,12,7.0,0.5833333333333334,Power Fastball,3,2,6,12,0.25,0.16666666666666666,3,0.25,0.5,0.25
"Rodón, Carlos",95.37647058823529,24,17.0,0.7083333333333334,Power Fastball,7,3,12,24,0.2916666666666667,0.125,5,0.20833333333333334,0.5,0.2916666666666667
"Rogers, Taylor",92.525,8,4.0,0.5,Balanced,2,0,5,8,0.25,0.0,3,0.375,0.625,0.25
"Rogers, Trevor",92.31666666666666,23,12.0,0.5217391304347826,Balanced,5,3,12,23,0.21739130434782608,0.13043478260869565,7,0.30434782608695654,0.5217391304347826,0.21739130434782608
"Rogers, Tyler",81.52857142857144,10,7.0,0.7,Balanced,3,3,4,10,0.3,0.3,1,0.1,0.4,0.3
"Romero, JoJo",94.2,10,4.0,0.4,Offspeed Heavy,1,3,6,10,0.1,0.3,5,0.5,0.6,0.1
"Ross, Joe",93.875,18,12.0,0.6666666666666666,Balanced,2,3,8,18,0.1111111111111111,0.16666666666666666,6,0.3333333333333333,0.4444444444444444,0.1111111111111111
"Roupp, Landen",93.46666666666665,12,3.0,0.25,Offspeed Heavy,2,4,5,12,0.16666666666666666,0.3333333333333333,3,0.25,0.4166666666666667,0.16666666666666666
"Ryan, Joe",93.72,24,5.0,0.20833333333333334,Offspeed Heavy,5,7,11,24,0.20833333333333334,0.2916666666666667,6,0.25,0.4583333333333333,0.20833333333333334
"Ryan, Ryder",94.06,13,10.0,0.7692307692307693,Balanced,3,3,5,13,0.23076923076923078,0.23076923076923078,2,0.15384615384615385,0.38461538461538464,0.23076923076923078
"Sale, Chris",94.93333333333334,20,6.0,0.3,Offspeed Heavy,4,6,10,20,0.2,0.3,6,0.3,0.5,0.2
"Sandlin, Nick",92.06,12,5.0,0.4166666666666667,Offspeed Heavy,0,4,3,12,0.0,0.3333333333333333,3,0.25,0.25,0.0
"Sandoval, Patrick",94.65,23,8.0,0.34782608695652173,Offspeed Heavy,4,7,9,23,0.17391304347826086,0.30434782608695654,5,0.21739130434782608,0.391304347826087,0.17391304347826086
"Sands, Cole",91.36,6,5.0,0.8333333333333334,Balanced,1,3,1,6,0.16666666666666666,0.5,0,0.0,0.16666666666666666,0.16666666666666666
"Santana, Dennis",93.12727272727274,13,11.0,0.8461538461538461,Balanced,2,3,7,13,0.15384615384615385,0.23076923076923078,5,0.38461538461538464,0.5384615384615384,0.15384615384615385
"Saucedo, Tayler",91.08,15,10.0,0.6666666666666666,Balanced,2,5,7,15,0.13333333333333333,0.3333333333333333,5,0.3333333333333333,0.4666666666666667,0.13333333333333333
"Sauer, Matt",96.0,4,2.0,0.5,Balanced,0,0,3,4,0.0,0.0,3,0.75,0.75,0.0
"Schmidt, Clarke",93.62142857142858,22,14.0,0.6363636363636364,Balanced,6,4,9,22,0.2727272727272727,0.18181818181818182,3,0.13636363636363635,0.4090909090909091,0.2727272727272727
"Schreiber, John",92.04444444444444,15,9.0,0.6,Balanced,2,3,8,15,0.13333333333333333,0.2,6,0.4,0.5333333333333333,0.13333333333333333
"Scott, Tanner",95.44285714285715,10,7.0,0.7,Power Fastball,0,0,5,10,0.0,0.0,5,0.5,0.5,0.0
"Scott, Tayler",92.19999999999999,6,2.0,0.3333333333333333,Offspeed Heavy,1,4,1,6,0.16666666666666666,0.6666666666666666,0,0.0,0.16666666666666666,0.16666666666666666
"Sears, JP",92.48333333333333,24,12.0,0.5,Balanced,6,1,15,24,0.25,0.041666666666666664,9,0.375,0.625,0.25
"Severino, Luis",96.38823529411764,21,17.0,0.8095238095238095,Power Fastball,3,7,8,21,0.14285714285714285,0.3333333333333333,5,0.23809523809523808,0.38095238095238093,0.14285714285714285
"Shaw, Bryan",92.96666666666665,15,12.0,0.8,Balanced,3,4,5,15,0.2,0.26666666666666666,2,0.13333333333333333,0.3333333333333333,0.2
"Silseth, Chase",93.90555555555555,38,18.0,0.47368421052631576,Balanced,8,12,12,38,0.21052631578947367,0.3157894736842105,4,0.10526315789473684,0.3157894736842105,0.21052631578947367
"Sims, Lucas",94.16666666666667,4,3.0,0.75,Balanced,0,2,1,4,0.0,0.5,1,0.25,0.25,0.0
"Singer, Brady",91.89999999999999,21,11.0,0.5238095238095238,Balanced,2,4,14,21,0.09523809523809523,0.19047619047619047,12,0.5714285714285714,0.6666666666666666,0.09523809523809523
"Skubal, Tarik",95.66923076923078,25,13.0,0.52,Balanced,4,9,10,25,0.16,0.36,6,0.24,0.4,0.16
"Slaten, Justin",91.97142857142856,10,7.0,0.7,Balanced,0,5,5,10,0.0,0.5,5,0.5,0.5,0.0
"Smith, Burch",89.9,16,15.0,0.9375,Balanced,4,0,9,16,0.25,0.0,5,0.3125,0.5625,0.25
"Smith, Cade",95.41818181818181,15,11.0,0.7333333333333333,Power Fastball,1,5,6,15,0.06666666666666667,0.3333333333333333,5,0.3333333333333333,0.4,0.06666666666666667
"Smith, Drew",93.8875,9,8.0,0.8888888888888888,Balanced,3,1,4,9,0.3333333333333333,0.1111111111111111,1,0.1111111111111111,0.4444444444444444,0.3333333333333333
"Smith, Will",89.76666666666667,15,6.0,0.4,Offspeed Heavy,4,4,5,15,0.26666666666666666,0.26666666666666666,1,0.06666666666666667,0.3333333333333333,0.26666666666666666
"Smyly, Drew",92.64999999999999,16,6.0,0.375,Offspeed Heavy,1,5,9,16,0.0625,0.3125,8,0.5,0.5625,0.0625
"Snider, Collin",91.825,6,4.0,0.6666666666666666,Balanced,2,1,2,6,0.3333333333333333,0.16666666666666666,0,0.0,0.3333333333333333,0.3333333333333333
"Soriano, George",93.48333333333333,13,6.0,0.46153846153846156,Balanced,3,4,5,13,0.23076923076923078,0.3076923076923077,2,0.15384615384615385,0.38461538461538464,0.23076923076923078
"Soriano, José",98.15,13,8.0,0.6153846153846154,Power Fastball,3,1,7,13,0.23076923076923078,0.07692307692307693,4,0.3076923076923077,0.5384615384615384,0.23076923076923078
"Soroka, Michael",92.68333333333334,22,12.0,0.5454545454545454,Balanced,6,2,14,22,0.2727272727272727,0.09090909090909091,8,0.36363636363636365,0.6363636363636364,0.2727272727272727
"Soto, Gregory",96.95,5,4.0,0.8,Power Fastball,1,3,1,5,0.2,0.6,0,0.0,0.2,0.2
"Speier, Gabe",92.45714285714287,7,7.0,1.0,Balanced,1,2,2,7,0.14285714285714285,0.2857142857142857,1,0.14285714285714285,0.2857142857142857,0.14285714285714285
"Spence, Mitch",93.0,3,1.0,0.3333333333333333,Offspeed Heavy,1,0,2,3,0.3333333333333333,0.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333
"Stanek, Ryne",97.85714285714286,9,7.0,0.7777777777777778,Power Fastball,3,2,4,9,0.3333333333333333,0.2222222222222222,1,0.1111111111111111,0.4444444444444444,0.3333333333333333
"Stewart, Brock",98.3,3,1.0,0.3333333333333333,Offspeed Heavy,0,2,1,3,0.0,0.6666666666666666,1,0.3333333333333333,0.3333333333333333,0.0
"Stone, Gavin",94.57777777777778,18,9.0,0.5,Balanced,6,5,4,18,0.3333333333333333,0.2777777777777778,-2,-0.1111111111111111,0.2222222222222222,0.3333333333333333
"Strahm, Matt",92.30909090909091,11,11.0,1.0,Balanced,1,3,7,11,0.09090909090909091,0.2727272727272727,6,0.5454545454545454,0.6363636363636364,0.09090909090909091
"Stratton, Chris",91.97999999999999,11,5.0,0.45454545454545453,Balanced,2,2,6,11,0.18181818181818182,0.18181818181818182,4,0.36363636363636365,0.5454545454545454,0.18181818181818182
"Stratton, Hunter",92.7,10,10.0,1.0,Balanced,3,2,5,10,0.3,0.2,2,0.2,0.5,0.3
"Strider, Spencer",95.82727272727271,22,11.0,0.5,Balanced,7,4,8,22,0.3181818181818182,0.18181818181818182,1,0.045454545454545456,0.36363636363636365,0.3181818181818182
"Stripling, Ross",90.38333333333333,26,12.0,0.46153846153846156,Balanced,8,3,15,26,0.3076923076923077,0.11538461538461539,7,0.2692307692307692,0.5769230769230769,0.3076923076923077
"Stroman, Marcus",89.0,23,16.0,0.6956521739130435,Balanced,3,6,12,23,0.13043478260869565,0.2608695652173913,9,0.391304347826087,0.5217391304347826,0.13043478260869565
"Suarez, José",91.42727272727274,30,11.0,0.36666666666666664,Offspeed Heavy,7,6,11,30,0.23333333333333334,0.2,4,0.13333333333333333,0.36666666666666664,0.23333333333333334
"Suarez, Robert",98.22999999999999,11,10.0,0.9090909090909091,Power Fastball,1,3,4,11,0.09090909090909091,0.2727272727272727,3,0.2727272727272727,0.36363636363636365,0.09090909090909091
"Suter, Brent",86.78571428571429,20,14.0,0.7,Balanced,7,0,11,20,0.35,0.0,4,0.2,0.55,0.35
"Suárez, Ranger",90.38823529411764,23,17.0,0.7391304347826086,Balanced,4,4,13,23,0.17391304347826086,0.17391304347826086,9,0.391304347826087,0.5652173913043478,0.17391304347826086
"Sánchez, Cristopher",93.82941176470588,42,17.0,0.40476190476190477,Offspeed Heavy,11,9,18,42,0.2619047619047619,0.21428571428571427,7,0.16666666666666666,0.42857142857142855,0.2619047619047619
"Sánchez, Sixto",87.13333333333333,4,3.0,0.75,Balanced,2,0,1,4,0.5,0.0,-1,-0.25,0.25,0.5
"Tate, Dillon",91.525,7,4.0,0.5714285714285714,Balanced,1,2,3,7,0.14285714285714285,0.2857142857142857,2,0.2857142857142857,0.42857142857142855,0.14285714285714285
"Thompson, Ryan",90.47777777777777,11,9.0,0.8181818181818182,Balanced,1,2,8,11,0.09090909090909091,0.18181818181818182,7,0.6363636363636364,0.7272727272727273,0.09090909090909091
"Thompson, Zack",89.92307692307692,24,13.0,0.5416666666666666,Balanced,5,5,10,24,0.20833333333333334,0.20833333333333334,5,0.20833333333333334,0.4166666666666667,0.20833333333333334
"Thornton, Trent",93.7,12,1.0,0.08333333333333333,Offspeed Heavy,1,2,9,12,0.08333333333333333,0.16666666666666666,8,0.6666666666666666,0.75,0.08333333333333333
"Tonkin, Michael",92.91,15,10.0,0.6666666666666666,Balanced,6,1,5,15,0.4,0.06666666666666667,-1,-0.06666666666666667,0.3333333333333333,0.4
"Turnbull, Spencer",91.2625,19,8.0,0.42105263157894735,Offspeed Heavy,3,7,8,19,0.15789473684210525,0.3684210526315789,5,0.2631578947368421,0.42105263157894735,0.15789473684210525
"Uribe, Abner",98.6375,9,8.0,0.8888888888888888,Power Fastball,3,0,5,9,0.3333333333333333,0.0,2,0.2222222222222222,0.5555555555555556,0.3333333333333333
"Valdez, Framber",94.75,27,14.0,0.5185185185185185,Balanced,6,5,15,27,0.2222222222222222,0.18518518518518517,9,0.3333333333333333,0.5555555555555556,0.2222222222222222
"Varland, Gus",93.9,4,2.0,0.5,Balanced,1,0,1,4,0.25,0.0,0,0.0,0.25,0.25
"Varland, Louis",95.53636363636365,21,11.0,0.5238095238095238,Balanced,6,4,8,21,0.2857142857142857,0.19047619047619047,2,0.09523809523809523,0.38095238095238093,0.2857142857142857
"Vesia, Alex",93.07142857142857,8,7.0,0.875,Balanced,0,1,5,8,0.0,0.125,5,0.625,0.625,0.0
"Vest, Will",94.31428571428572,12,7.0,0.5833333333333334,Balanced,2,3,5,12,0.16666666666666666,0.25,3,0.25,0.4166666666666667,0.16666666666666666
"Vieira, Thyago",97.3625,16,8.0,0.5,Balanced,2,5,7,16,0.125,0.3125,5,0.3125,0.4375,0.125
"Vodnik, Victor",96.92,15,10.0,0.6666666666666666,Power Fastball,1,4,7,15,0.06666666666666667,0.26666666666666666,6,0.4,0.4666666666666667,0.06666666666666667
"Voth, Austin",91.02857142857144,11,7.0,0.6363636363636364,Balanced,2,1,7,11,0.18181818181818182,0.09090909090909091,5,0.45454545454545453,0.6363636363636364,0.18181818181818182
"Wacha, Michael",92.90869565217392,42,23.0,0.5476190476190477,Balanced,5,13,22,42,0.11904761904761904,0.30952380952380953,17,0.40476190476190477,0.5238095238095238,0.11904761904761904
"Waguespack, Jacob",87.58,10,5.0,0.5,Balanced,3,3,3,10,0.3,0.3,0,0.0,0.3,0.3
"Waldron, Matt",90.83448275862068,43,29.0,0.6744186046511628,Balanced,12,12,16,43,0.27906976744186046,0.27906976744186046,4,0.09302325581395349,0.37209302325581395,0.27906976744186046
"Walker, Ryan",94.46000000000001,8,5.0,0.625,Balanced,0,4,3,8,0.0,0.5,3,0.375,0.375,0.0
"Weathers, Ryan",94.9923076923077,23,13.0,0.5652173913043478,Balanced,3,6,8,23,0.13043478260869565,0.2608695652173913,5,0.21739130434782608,0.34782608695652173,0.13043478260869565
"Weaver, Luke",90.9,23,16.0,0.6956521739130435,Balanced,5,1,12,23,0.21739130434782608,0.043478260869565216,7,0.30434782608695654,0.5217391304347826,0.21739130434782608
"Webb, Jacob",91.96000000000001,7,5.0,0.7142857142857143,Balanced,1,4,2,7,0.14285714285714285,0.5714285714285714,1,0.14285714285714285,0.2857142857142857,0.14285714285714285
"Webb, Logan",92.13636363636364,49,11.0,0.22448979591836735,Offspeed Heavy,17,8,22,49,0.3469387755102041,0.16326530612244897,5,0.10204081632653061,0.4489795918367347,0.3469387755102041
"Weems, Jordan",96.71666666666665,10,6.0,0.6,Power Fastball,0,2,6,10,0.0,0.2,6,0.6,0.6,0.0
"Weissert, Greg",94.025,10,4.0,0.4,Offspeed Heavy,2,2,5,10,0.2,0.2,3,0.3,0.5,0.2
"Wells, Tyler",91.73846153846154,25,13.0,0.52,Balanced,7,3,13,25,0.28,0.12,6,0.24,0.52,0.28
"Wentz, Joey",92.97272727272728,16,11.0,0.6875,Balanced,3,4,6,16,0.1875,0.25,3,0.1875,0.375,0.1875
"Wheeler, Zack",93.2875,25,16.0,0.64,Balanced,4,10,8,25,0.16,0.4,4,0.16,0.32,0.16
"White, Mitch",93.35000000000001,17,6.0,0.35294117647058826,Offspeed Heavy,4,2,9,17,0.23529411764705882,0.11764705882352941,5,0.29411764705882354,0.5294117647058824,0.23529411764705882
"Whitlock, Garrett",91.71111111111111,20,9.0,0.45,Offspeed Heavy,4,4,8,20,0.2,0.2,4,0.2,0.4,0.2
"Wicks, Jordan",91.84,21,15.0,0.7142857142857143,Balanced,6,7,7,21,0.2857142857142857,0.3333333333333333,1,0.047619047619047616,0.3333333333333333,0.2857142857142857
"Williams, Trevor",89.92,21,10.0,0.47619047619047616,Balanced,3,5,11,21,0.14285714285714285,0.23809523809523808,8,0.38095238095238093,0.5238095238095238,0.14285714285714285
"Wilson, Bryse",94.37692307692308,16,13.0,0.8125,Balanced,3,7,5,16,0.1875,0.4375,2,0.125,0.3125,0.1875
"Wilson, Justin",95.0,4,2.0,0.5,Balanced,0,1,2,4,0.0,0.25,2,0.5,0.5,0.0
"Wilson, Steven",92.72,7,5.0,0.7142857142857143,Balanced,0,3,4,7,0.0,0.42857142857142855,4,0.5714285714285714,0.5714285714285714,0.0
"Winckowski, Josh",93.63333333333333,14,12.0,0.8571428571428571,Balanced,2,5,4,14,0.14285714285714285,0.35714285714285715,2,0.14285714285714285,0.2857142857142857,0.14285714285714285
"Winn, Keaton",95.38333333333333,42,12.0,0.2857142857142857,Offspeed Heavy,7,7,24,42,0.16666666666666666,0.16666666666666666,17,0.40476190476190477,0.5714285714285714,0.16666666666666666
"Wood, Alex",91.10000000000001,24,11.0,0.4583333333333333,Balanced,6,7,7,24,0.25,0.2916666666666667,1,0.041666666666666664,0.2916666666666667,0.25
"Yamamoto, Yoshinobu",95.45555555555556,21,9.0,0.42857142857142855,Offspeed Heavy,3,8,7,21,0.14285714285714285,0.38095238095238093,4,0.19047619047619047,0.3333333333333333,0.14285714285714285
"Yarbrough, Ryan",85.68235294117646,37,17.0,0.4594594594594595,Balanced,9,4,22,37,0.24324324324324326,0.10810810810810811,13,0.35135135135135137,0.5945945945945946,0.24324324324324326
"Zerpa, Angel",94.4,8,5.0,0.625,Balanced,2,1,4,8,0.25,0.125,2,0.25,0.5,0.25
"Zuñiga, Guillo",96.325,13,12.0,0.9230769230769231,Power Fastball,2,1,8,13,0.15384615384615385,0.07692307692307693,6,0.46153846153846156,0.6153846153846154,0.15384615384615385
